id_oferta,empresa,localidad,sector,titulo,descripcion,salario,fecha_alta,fecha_limite,estado
242,Jaxbean,Mayakovski,Energy,Geological Engineer,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",4870,9/13/2019,6/20/2020,true
243,Tagopia,Vila Boa do Bispo,Finance,Technical Writer,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",6588,11/29/2019,4/6/2020,false
244,Bluejam,Mahalapye,n/a,Graphic Designer,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",8243,7/12/2020,2/24/2020,false
245,Vinder,Tegalalang,n/a,Research Nurse,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",7035,5/21/2020,3/22/2020,true
246,Skalith,Fort Wayne,Technology,Nurse,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",9647,9/15/2019,1/27/2020,true
247,Aimbo,Tibro,n/a,Chemical Engineer,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,7019,9/26/2019,4/7/2020,false
248,Oozz,Villazón,Finance,Payment Adjustment Coordinator,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",6448,2/9/2020,9/4/2020,false
249,Omba,Liuji,Consumer Services,Nurse Practicioner,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",8876,11/10/2019,4/18/2020,false
250,Blognation,Perené,n/a,Assistant Manager,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",6236,4/4/2020,8/14/2020,true
251,Eazzy,Nuevitas,Basic Industries,Web Designer II,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",259,6/1/2020,4/21/2020,true
252,Thoughtmix,Ribeirão Pires,Energy,Civil Engineer,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",8465,3/10/2020,2/19/2020,false
253,Kazio,Yingcheng,Technology,Quality Engineer,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",9067,6/11/2020,1/28/2020,true
254,Dabtype,San Cristóbal Totonicapán,Energy,Recruiter,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",8455,1/18/2020,7/11/2020,true
255,Realblab,Kalianda,Public Utilities,VP Sales,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7526,9/17/2019,9/8/2020,false
256,Meeveo,Skene,Finance,Business Systems Development Analyst,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",8015,1/15/2020,2/12/2020,true
257,Realpoint,La Palma,n/a,Geological Engineer,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",8235,5/6/2020,11/29/2019,true
258,Zava,La Tola,Capital Goods,Chief Design Engineer,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",8631,8/28/2020,7/23/2020,false
259,Yozio,Dongshan,Health Care,Research Associate,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",9880,12/16/2019,8/26/2020,true
260,Topicshots,Qujing,Health Care,Research Assistant IV,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",6343,3/20/2020,10/12/2019,true
261,Jabberstorm,Svilengrad,Health Care,Senior Quality Engineer,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",9699,11/26/2019,6/4/2020,false
262,Twitternation,Olonets,Consumer Services,Legal Assistant,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",5656,1/6/2020,10/4/2019,true
263,Mydeo,San Bernardo,Basic Industries,Design Engineer,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",9035,8/3/2020,5/2/2020,true
264,Yodel,Huangtu,Consumer Services,Financial Analyst,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2153,3/18/2020,8/27/2020,true
265,Photobean,Probolinggo,Consumer Services,Help Desk Operator,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",9084,1/4/2020,11/27/2019,true
266,Kwilith,Huayuan,n/a,Accountant III,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",470,5/4/2020,6/28/2020,true
267,Realbridge,Bodø,Energy,Office Assistant I,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,9704,6/6/2020,9/12/2019,true
268,Meevee,São Gonçalo do Sapucaí,Consumer Services,Electrical Engineer,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",5637,2/8/2020,11/21/2019,true
269,Jazzy,Burmakino,Energy,Food Chemist,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",8708,12/16/2019,5/7/2020,false
270,Centidel,Rafaḩ,n/a,Nurse,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",1223,5/20/2020,7/22/2020,false
271,Eamia,Zhonghe,Health Care,Tax Accountant,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",4671,5/28/2020,1/3/2020,false
272,Trilith,Kota Bharu,Health Care,Clinical Specialist,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",621,8/8/2020,11/5/2019,false
273,Divape,Pinhão,Health Care,Junior Executive,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",8543,3/13/2020,12/4/2019,false
274,Plajo,Butou,n/a,Recruiter,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9344,1/26/2020,3/30/2020,false
275,Gigashots,Zhujiatai,Energy,Assistant Professor,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",6487,10/21/2019,1/30/2020,true
276,Yoveo,Santa Rosa,Health Care,Senior Editor,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",1029,7/22/2020,12/21/2019,false
277,Thoughtbridge,Baishi,Basic Industries,Financial Analyst,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,9280,1/31/2020,2/3/2020,true
278,Voolith,Sentani,n/a,Nurse,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1732,9/28/2019,8/24/2020,false
279,Cogibox,Lushuihe,Health Care,Business Systems Development Analyst,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",4220,4/6/2020,5/20/2020,true
280,Kazio,Machida,Finance,Programmer Analyst III,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",4376,5/19/2020,6/20/2020,false
281,Twinte,Kosikha,Public Utilities,Assistant Manager,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",6067,3/1/2020,4/20/2020,true
282,Eidel,La Loma,Consumer Services,Financial Analyst,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",951,4/28/2020,10/8/2019,true
283,Oodoo,Berbek,Energy,Help Desk Technician,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,5543,9/9/2020,8/23/2020,true
284,Eire,Upig,Health Care,Senior Cost Accountant,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",4196,2/29/2020,7/16/2020,true
285,Brainsphere,Boavista,n/a,Database Administrator II,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",5248,5/20/2020,9/11/2020,false
286,Skiptube,Žďár,Capital Goods,Assistant Media Planner,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",3254,5/9/2020,4/10/2020,false
287,Trilith,Datarnangka,Consumer Services,Social Worker,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",8912,9/28/2019,12/19/2019,false
288,Topdrive,Ikey,Finance,Analog Circuit Design manager,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9530,7/14/2020,8/18/2020,true
289,Twitterlist,Quimbaya,Technology,Staff Accountant II,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",4576,7/29/2020,9/8/2020,false
290,Quinu,Oslo,Finance,Nurse,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",8550,7/18/2020,11/27/2019,false
291,Gabtype,Doyong,Finance,Tax Accountant,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",1119,1/23/2020,12/7/2019,false
292,Dabtype,Nanxing,Consumer Services,Database Administrator IV,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",4724,9/13/2019,11/17/2019,true
293,Ntag,Jieduo,Energy,Mechanical Systems Engineer,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",8725,5/18/2020,1/19/2020,false
294,Trilith,Jiangxi,n/a,Software Consultant,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",2873,8/18/2020,12/6/2019,false
295,Mynte,Jīma,n/a,Human Resources Assistant II,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",7500,2/29/2020,8/4/2020,true
296,Meevee,Toledo,n/a,Structural Engineer,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4674,5/25/2020,10/3/2019,false
297,Shuffledrive,San Luis,Consumer Services,Quality Engineer,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",7217,6/7/2020,3/10/2020,false
298,Fadeo,Shanghudi,n/a,Social Worker,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",1628,7/8/2020,7/5/2020,false
299,Plambee,Rosice,Consumer Services,Actuary,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",8056,9/25/2019,7/15/2020,true
300,Skibox,Nanxia,n/a,Food Chemist,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5197,12/9/2019,8/15/2020,true
